CHJO 500 A1 SA.B500EAST_____1VP.VM,CHJO 500 A1 SA.B500EAST_____1VP.VA,CHJO 500 A1 SA.B500EAST_____1VA.VM,CHJO 500 A1 SA.B500EAST_____1VA.VA,CHJO 500 A1 SA.B500EAST_____1VB.VM,CHJO 500 A1 SA.B500EAST_____1VB.VA,CHJO 500 A1 SA.B500EAST_____1VC.VM,CHJO 500 A1 SA.B500EAST_____1VC.VA,CHJO 500 A1 SA.B500WEST_____1VP.VM,CHJO 500 A1 SA.B500WEST_____1VP.VA,CHJO 500 A1 SA.B500WEST_____1VA.VM,CHJO 500 A1 SA.B500WEST_____1VA.VA,CHJO 500 A1 SA.B500WEST_____1VB.VM,CHJO 500 A1 SA.B500WEST_____1VB.VA,CHJO 500 A1 SA.B500WEST_____1VC.VM,CHJO 500 A1 SA.B500WEST_____1VC.VA,CHJO 500 A1 SA.T500BANK3____1IP.IM,CHJO 500 A1 SA.T500BANK3____1IP.IA,CHJO 500 A1 SA.L500G_COULEE_3IP.IM,CHJO 500 A1 SA.L500G_COULEE_3IP.IA,CHJO 500 A1 SA.L500CHFJO_PH_5IP.IM,CHJO 500 A1 SA.L500CHFJO_PH_5IP.IA,CHJO 500 A1 SA.L500SICKLER__1IP.IM,CHJO 500 A1 SA.L500SICKLER__1IP.IA,CHJO 500 A1 SA.L500CHFJO_PH_6IP.IM,CHJO 500 A1 SA.L500CHFJO_PH_6IP.IA,CHJO 500 A1 SA.L500MONROE___1IP.IM,CHJO 500 A1 SA.L500MONROE___1IP.IA
312702.3438,107.475424,312154.8125,107.5946723,313509.25,-12.56751392,312444.0625,-132.60606,312724.4375,107.4702877,312482.9375,107.529444,313542.0625,-12.5423959,312148.7188,-132.5815943,469.568573,-42.85090614,138.1043091,-104.3175475,198.420639,-70.07737205,450.2115784,120.9842199,596.9075317,-67.9799439,888.3745117,114.1105634
312705.375,107.2953324,312155.0625,107.4140752,313513.9375,-12.74733231,312448.1563,-132.7862267,312729.125,107.2901756,312487.125,107.3492636,313546.4063,-12.72256434,312154.0313,-132.7618976,469.6396179,-43.02673228,138.1040649,-104.4532975,198.4169312,-70.25480671,450.1998901,120.8226313,597.0188599,-68.15317799,888.4751587,113.9363868
312704.1563,107.114831,312151.1875,107.2333689,313514.75,-12.92716266,312447.4375,-132.9676229,312729.1563,107.1097425,312485.1875,107.1685777,313545.75,-12.90273961,312156.75,-132.9427337,469.6638489,-43.19936873,138.134903,-104.5829618,198.4271393,-70.4392628,450.3235168,120.6274518,597.1062012,-68.32796253,888.5916748,113.7595327
312703.2813,106.9335919,312147.8125,107.0518976,313514.7813,-13.10768626,312448.1563,-133.1498114,312728.0625,106.928599,312481.3438,106.987045,313545.1875,-13.08341945,312157.875,-133.1244304,469.6296387,-43.37813527,138.1712494,-104.7190328,198.4337006,-70.62358911,450.4728699,120.427218,597.112915,-68.50773994,888.7181396,113.5775082
312705.8125,106.752667,312147.75,106.8706244,313517.7188,-13.28820816,312452.9063,-133.3313441,312727.9063,106.7478313,312479.6875,106.8062362,313546.125,-13.26383463,312158.2813,-133.3060178,469.5601807,-43.56479751,138.1391144,-104.8509375,198.4434509,-70.80011535,450.530304,120.2510538,597.046875,-68.68818671,888.7910767,113.3971365
312708.125,106.5728896,312149.625,106.6908811,313519,-13.46773798,312456.8438,-133.5120163,312727.3125,106.5682588,312480.875,106.627053,313544.2813,-13.44317747,312157.1563,-133.4868402,469.5521545,-43.75304435,138.0769653,-104.9880467,198.4566193,-70.97244102,450.4985657,120.0812689,596.9614258,-68.86898865,888.7915039,113.216601
312707.5,106.393884,312151.5625,106.5120873,313516.1875,-13.64628595,312455.875,-133.6924153,312726.625,106.3890209,312483.3438,106.447945,313540.9375,-13.62202341,312155.8438,-133.6673075,469.6116028,-43.93765753,138.0743866,-105.1757744,198.473587,-71.14678843,450.5284729,119.8998591,596.8756104,-69.05140934,888.7036133,113.0304578
312705.2188,106.2144003,312150.375,106.3325831,313514.1563,-13.82521556,312452.2188,-133.873265,312727.0938,106.2089362,312483.6563,106.2676894,313541.9688,-13.8015592,312155.9063,-133.8485671,469.6894531,-44.1195967,138.1394501,-105.4313533,198.4816589,-71.33292475,450.6355591,119.7166188,596.7849121,-69.23580396,888.6348267,112.840401
312703.5625,106.0335847,312145.9063,106.1518085,313516.5,-14.00585272,312449.0938,-134.0552213,312728.4375,106.0278405,312481.0938,106.0868807,313547.1875,-13.98243713,312157.25,-134.0310287,469.7850647,-44.30359516,138.2238464,-105.68726,198.4832458,-71.52961371,450.6414795,119.5395939,596.6951294,-69.42456989,888.6937866,112.6538617
312704.2188,105.8515192,312142.4063,105.9699274,313521.4375,-14.18801216,312449.875,-134.2383933,312730.4375,105.8461097,312478.7188,105.9056553,313552.1563,-14.16404417,312160.6563,-134.2144603,469.8974609,-44.49238501,138.2461395,-105.8549138,198.5147705,-71.71898753,450.4916382,119.3570367,596.6553345,-69.61718123,888.8462524,112.4697061
312707.1875,105.6693785,312143.1875,105.7877867,313525.4375,-14.37013574,312453.8438,-134.4216882,312732.4375,105.6643379,312479.5625,105.7238015,313553.8438,-14.34545485,312164.1563,-134.3976323,469.9831848,-44.68447042,138.2237244,-105.9523533,198.5740814,-71.8938472,450.2597046,119.170108,596.6665649,-69.80845385,888.949585,112.2867595
312711.0625,105.4881873,312147.8438,105.6065066,313529.0313,-14.55106233,312457.4688,-134.6043411,312734.6875,105.4831739,312482.375,105.5420092,313554.9688,-14.52615775,312167,-134.5798617,470.0569458,-44.87145368,138.1898499,-106.0758363,198.6183167,-72.07109744,450.0852966,118.9865125,596.6827393,-69.9955259,888.9457397,112.1090516
312716.7188,105.3079932,312154.7813,105.426094,313533.625,-14.73093707,312462.75,-134.7860242,312739.5313,105.3029184,312487.9063,105.3612141,313558.875,-14.70622886,312172.3438,-134.761135,470.130188,-45.02158465,138.2011261,-106.2822241,198.6260986,-72.25496614,450.0473022,118.8069605,596.6363525,-70.17983172,888.8613892,111.9344447
312722.7188,105.1280109,312160.2813,105.2457224,313538.7813,-14.91074521,312470.2188,-134.9673247,312746,105.1228814,312493.9688,105.1810268,313565.3125,-14.88627606,312179.0625,-134.9425448,470.1395264,-45.18807051,138.2630157,-106.5280494,198.5969543,-72.43796056,450.0898132,118.633706,596.5401001,-70.36224558,888.7869873,111.7584922
312725.1563,104.9480286,312161.9375,105.065624,313539.1563,-15.09111856,312475.4063,-135.1243234,312749.4375,104.9427284,312496.75,105.0012494,313568.3438,-15.06699262,312183.4063,-135.1000626,470.0684814,-45.35642101,138.3360291,-106.7339182,198.537262,-72.61338031,450.0403137,118.4525967,596.4778442,-70.54224839,888.7862549,111.5802994
312723.1563,104.7679028,312161.5625,104.8856758,313534.2813,-15.27183512,312474.6563,-135.3055147,312748.7813,104.7623567,312495.9375,104.8212739,313565.9375,-15.24826755,312184.625,-135.2813768,469.9868469,-45.53169733,138.3063202,-106.8968318,198.495285,-72.78091802,449.8782043,118.2571713,596.5134277,-70.72007919,888.8109131,111.4013348
312718.3125,104.5874083,312158.0313,104.7054203,313528.25,-15.45256363,312469.625,-135.487348,312745.6563,104.5819031,312492.125,104.6408272,313561.5938,-15.42927268,312183.5938,-135.4626364,469.940918,-45.71086002,138.1835785,-107.0624024,198.5061188,-72.94984909,449.7636414,118.0681663,596.6343994,-70.89947411,888.7926025,111.2237703
312713.7188,104.4061282,312151.25,104.5240924,313525.9063,-15.63356535,312464.9688,-135.6700419,312741.9063,104.4009578,312486.0313,104.4594857,313559.7188,-15.60992607,312180.3125,-135.6447292,469.9363708,-45.89294262,138.0311432,-107.2530262,198.5467987,-73.13547314,449.7918396,117.8998841,596.7576294,-71.08220899,888.7929077,111.0488833
312711.6563,104.2242471,312147.0938,104.3418083,313526.0313,-15.81485052,312463.0313,-135.8532139,312738,104.2193499,312479.6563,104.2773587,313559.2188,-15.7905692,312175.3438,-135.8278739,469.9803467,-46.08235059,137.8460541,-107.4395518,198.578537,-73.33806338,449.8487854,117.7383501,596.8243408,-71.26484142,888.8578491,110.8729103
312712.875,104.0424958,312149.375,104.1597087,313526.0625,-15.99609301,312464.125,-136.0361127,312735.75,104.0376532,312477.4375,104.0953683,313558.5625,-15.97137455,312171.5313,-136.0111689,470.0523071,-46.27098334,137.6738739,-107.6348884,198.5831757,-73.53842698,449.7562256,117.5650819,596.8276978,-71.44306155,888.8831177,110.6919991
312713.5313,103.8617212,312151.4688,103.9789135,313524.2813,-16.17670882,312465.9375,-136.2179187,312735.4063,103.8567488,312479.4063,103.9145254,313557.1563,-16.15193231,312169.9375,-136.193371,470.0664978,-46.4492786,137.6175385,-107.8615892,198.5736237,-73.7244745,449.6225586,117.3737546,596.7930908,-71.61972439,888.776001,110.5071264
312711.0625,103.6812744,312148.625,103.7987605,313521.4688,-16.35755174,312464.1875,-136.3990416,312733.75,103.6761176,312480.5938,103.7340854,313552.6875,-16.33303478,312168.25,-136.3745076,470.0145569,-46.6244388,137.6161804,-108.1093612,198.5583496,-73.89954591,449.5937805,117.1731656,596.7764282,-71.79991844,888.6575928,110.3225679
312706.9375,103.4997963,312142.6563,103.6176512,313519.8438,-16.53958141,312459.3438,-136.5810252,312730.5625,103.4946463,312477.8438,103.5526961,313547.6563,-16.51536497,312166.375,-136.5559174,469.9615479,-46.80767912,137.5407867,-108.3440874,198.5623779,-74.06776664,449.6549683,116.9750765,596.8393555,-71.982264,888.656311,110.1349357
312706.5938,103.31784,312140.5,103.4357496,313521.625,-16.72159912,312458.6875,-136.7635688,312731.3125,103.312772,312477.25,103.3708491,313547.75,-16.69767638,312169.0625,-136.7379966,469.9721375,-47.00237708,137.4321442,-108.5374843,198.5930634,-74.22925281,449.724823,116.7885167,596.9524536,-72.16060707,888.7196655,109.9442232
312711.1563,103.1366419,312146.5,103.2542168,313525.9063,-16.90229348,312462.125,-136.9454704,312736.5,103.1316013,312483.2188,103.1895827,313552.125,-16.87848856,312174.4063,-136.9199529,470.0371399,-47.19810981,137.3745728,-108.6897223,198.6095276,-74.39498735,449.7744751,116.6197154,596.9962158,-72.3345515,888.7387695,109.7583259
312714.875,102.9564069,312154.3438,103.0737837,313528.5313,-17.08224164,312462.75,-137.1262382,312739.2813,102.9512706,312488.8125,103.0093136,313555.5,-17.05830524,312173.875,-137.1013217,470.0733643,-47.38191703,137.3847351,-108.8384224,198.5512695,-74.57761977,449.8137817,116.4588098,596.928894,-72.51299019,888.7025757,109.5852967
312713.9063,102.7761855,312156.625,102.8937741,313526.2188,-17.26269012,312459.8125,-137.3068421,312737.0938,102.7709604,312486.8438,102.8295361,313556.1563,-17.23855052,312168.4063,-137.2826496,470.0618286,-47.54986796,137.4713287,-109.0175646,198.4721069,-74.76805911,449.8544617,116.2854733,596.8500977,-72.69911968,888.6230469,109.4198832
312711.3438,102.595609,312156.9688,102.7134571,313521.9063,-17.44362866,312456.2188,-137.4876372,312734.4688,102.5901995,312483.5938,102.6493831,313556.1875,-17.41957615,312163.9063,-137.464073,470.0449219,-47.71623088,137.5012817,-109.2279754,198.4575806,-74.95627863,449.8111877,116.0953481,596.8225098,-72.88519452,888.4711914,109.2513756
312712.3125,102.4146705,312160.6563,102.5324161,313524,-17.62459623,312453.4688,-137.6687192,312736.4375,102.409097,312486.5313,102.4682806,313559.9688,-17.60090059,312162.9375,-137.6452233,470.0254211,-47.89563946,137.335083,-109.4501888,198.5179749,-75.1384671,449.7144775,115.9008107,596.8288574,-73.06254721,888.3036499,109.0762564
312716.4063,102.233486,312165.6875,102.3514912,313532,-17.8058814,312452.4688,-137.8502656,312742.125,102.2279194,312494.9063,102.2869391,313566.1875,-17.78223016,312165.5,-137.8263053,469.9947205,-48.08630078,137.0367889,-109.6761997,198.5975647,-75.31421469,449.728302,115.7139777,596.8353271,-73.23412156,888.1723022,108.8988969
312719.75,102.0524314,312167,102.1710376,313537.7188,-17.98711023,312455.5938,-138.0319486,312745.875,102.0469672,312500.5625,102.1060347,313568.5,-17.96311919,312168.875,-138.0075512,469.9646912,-48.27217413,136.8565063,-109.9000797,198.6465759,-75.49133516,449.8112183,115.5387287,596.8381958,-73.41117373,888.1099854,108.7176305
312718.75,101.8716431,312160.125,101.9906182,313535.3438,-18.16775336,312461.9063,-138.2133448,312743.4063,101.8663019,312496.8438,101.9253489,313563.7813,-18.14364109,312169.875,-138.1884692,469.9238892,-48.45059916,136.8779297,-110.0971443,198.6138458,-75.67540876,449.8570862,115.366403,596.8297119,-73.59589619,888.1309204,108.5297798
312713.5625,101.6910187,312149.4375,101.809946,313529.0625,-18.34824623,312463.1875,-138.3941126,312736.0938,101.6856092,312486.8125,101.7446904,313555.9063,-18.3247316,312165.8125,-138.3688682,469.8511353,-48.63355602,136.9429169,-110.2359611,198.5235596,-75.85471488,449.8453369,115.1910857,596.8294067,-73.77955998,888.1724854,108.3382886
312706.2813,101.5104012,312144,101.6290894,313521.0313,-18.52931796,312454.7813,-138.5740744,312728.4063,101.5048483,312479.4063,101.5641616,313547.6563,-18.50641634,312158.3438,-138.5489666,469.7685242,-48.82484913,136.9461212,-110.3268914,198.4534912,-76.02755965,449.8373108,115.0104545,596.8581543,-73.95739079,888.1732788,108.1527602
312701,101.3293534,312145.3125,101.4478367,313515.375,-18.71087293,312443.375,-138.754446,312723.3438,101.3239849,312476.375,101.3834826,313542.375,-18.687903,312151.5625,-138.7294339,469.7052307,-49.01452348,136.9603882,-110.4062786,198.4525604,-76.20670185,449.8749695,114.8211763,596.9012451,-74.1336848,888.1394043,107.9755646
312700.75,101.1479299,312147.6875,101.2662561,313516.5,-18.89220079,312439.0938,-138.9357876,312723.375,101.1429849,312475.9375,101.202346,313544.875,-18.8686947,312149.6563,-138.9104749,469.671936,-49.19557814,137.0603027,-110.5117436,198.470047,-76.39582979,449.9468384,114.6262837,596.9390869,-74.31146096,888.1312866,107.8046733
312703.5625,100.9667591,312148.5,101.0845184,313519.5938,-19.07266805,312443.5313,-139.1170335,312726.5313,100.9619712,312477.5625,101.0206903,313550.375,-19.04888875,312151.7813,-139.0916115,469.6363831,-49.37196777,137.1444244,-110.6623971,198.4616852,-76.58577735,449.9364929,114.4397376,596.9639893,-74.49204433,888.1251831,107.6352163
312704.4375,100.7860187,312147.0313,100.9030676,313519.3125,-19.2526589,312447.8438,-139.2977466,312726.9063,100.7810463,312478.1563,100.8388843,313550.4063,-19.22884374,312152.5,-139.2725842,469.5440979,-49.55065577,137.0713654,-110.836321,198.4390564,-76.77493261,449.8349609,114.2640924,596.9683228,-74.67382299,888.0341797,107.4586559
312702.2813,100.6058519,312141.5938,100.7228326,313516.5938,-19.43280343,312449.5,-139.4777631,312723.8438,100.60062,312474.8125,100.6580756,313544.3438,-19.40873214,312152.5938,-139.4530651,469.4494934,-49.73730776,136.8688049,-111.0086194,198.4384766,-76.95981217,449.7600098,114.0929006,596.9408569,-74.85437221,887.8617554,107.274193
312700.4063,100.4266483,312135.75,100.5443051,313513.7188,-19.61277892,312452.8438,-139.6567687,312722.3125,100.4213617,312471.5,100.4793022,313539.6875,-19.5882261,312156.125,-139.6324669,469.4329224,-49.93197157,136.7281189,-111.1935536,198.4560242,-77.13217199,449.7236633,113.9240856,596.8847656,-75.03411547,887.7000732,107.0932203
312700.6875,100.2478954,312135.25,100.3663172,313512.3125,-19.7920526,312455.5625,-139.8356103,312723.625,100.2428001,312472.6875,100.3015329,313539.9063,-19.76750319,312158.5625,-139.810967,469.4375916,-50.12180302,136.7269745,-111.3698749,198.4670105,-77.30141725,449.6860657,113.7494582,596.8222656,-75.21294348,887.6318359,106.9226499
312702.5,100.0688215,312139.7813,100.1873458,313513.125,-19.97082085,312455.6563,-140.0149438,312726.2188,100.0640472,312476.875,100.1230669,313543.875,-19.94675809,312158.2813,-139.9893306,469.3742065,-50.29497905,136.7559814,-111.522393,198.4671936,-77.48661783,449.72229,113.5577962,596.7639771,-75.39095187,887.6496582,106.7569222
312703.2813,99.88953586,312143.1563,100.0075752,313512.9688,-20.14962154,312454.75,-140.194086,312727.7813,99.88498695,312480.125,99.94371292,313546.1563,-20.12588493,312157.25,-140.1678854,469.2784424,-50.46138978,136.7042389,-111.6673296,198.4676514,-77.67909939,449.8413696,113.3619064,596.7033081,-75.57095468,887.7116699,106.5807443
312700.5,99.71020241,312141.8125,99.82792755,313510.3438,-20.32920258,312450.4063,-140.3726545,312725.9063,99.70543494,312478.9375,99.76368962,313543.75,-20.30528497,312155.375,-140.3469593,469.2472534,-50.63844194,136.6230164,-111.8216373,198.4674072,-77.86544061,449.9865112,113.1776962,596.6755981,-75.75547907,887.772522,106.3925795
312695.0938,99.53032938,312136.375,99.64798622,313507.2813,-20.50954348,312442.5625,-140.5517967,312721.4375,99.52496768,312473.5313,99.58271693,313539.625,-20.48525533,312151.4375,-140.527208,469.3283081,-50.8266478,136.6331787,-111.9597574,198.4606628,-78.04898146,450.0968628,112.9997834,596.7143555,-75.94314534,887.760437,106.2045375
312690.7813,99.34985529,312131.625,99.46749847,313504.4063,-20.68998684,312437.3125,-140.7320863,312717.0313,99.34406329,312468.1563,99.40149835,313537.375,-20.66536742,312145.8438,-140.7083719,469.4573975,-51.01773259,136.7092285,-112.0681251,198.4754791,-78.23147045,450.1705322,112.8271572,596.7923584,-76.12945241,887.678894,106.0263106
312689.625,99.16918996,312129.75,99.28692876,313502.1875,-20.87010405,312438.1563,-140.913182,312713.8125,99.16337063,312463.75,99.22075788,313535.4063,-20.84532071,312142.5938,-140.8895905,469.5908203,-51.21199683,136.7539978,-112.1692324,198.5245514,-78.40750492,450.1884766,112.6676313,596.8485718,-76.31331428,887.6613159,105.8503922
312689.75,98.98847681,312128.3125,99.10648199,313502.1563,-21.05044665,312439.75,-141.0943323,312711.4375,98.98288972,312459.0938,99.04065946,313533.375,-21.02560355,312141.9688,-141.0704402,469.7110596,-51.4085082,136.737793,-112.3003174,198.5623322,-78.58558844,450.2293396,112.5089592,596.8529053,-76.4973264,887.7407837,105.6727458
312687.5,98.80810518,312125,98.92626062,313502.4063,-21.23084732,312436.0938,-141.2746083,312709.7188,98.80284593,312455.7813,98.86135333,313532.8125,-21.20612545,312140.8438,-141.250484,469.7373657,-51.59651941,136.6430054,-112.4638868,198.5697174,-78.76896536,450.3780212,112.3277611,596.8123169,-76.68269774,887.8392334,105.4972578
312683.5938,98.62847803,312120.5,98.74638076,313499.7813,-21.41046251,312431.3125,-141.4537505,312708.9688,98.62345101,312454.25,98.68238188,313532.8125,-21.38607703,312139.9688,-141.4295306,469.6351624,-51.76816889,136.4914246,-112.6330159,198.5698242,-78.95463039,450.5818481,112.1300135,596.7607422,-76.86763877,887.8643188,105.3231904
312680.6563,98.44917873,312116.2188,98.5664121,313494.75,-21.58956202,312431.9063,-141.6323599,312708.0625,98.4440356,312451.375,98.50254983,313530.375,-21.56556415,312142.8438,-141.6082357,469.4994202,-51.93186803,136.4008331,-112.7822624,198.5740204,-79.13142984,450.7055359,111.9316648,596.7581787,-77.05074248,887.7901611,105.1403667
312681.625,98.26977016,312117.2188,98.38641613,313491.4063,-21.76883058,312437.2188,-141.811106,312707.875,98.26443578,312449.9688,98.32211673,313527.0313,-21.74497956,312146.8125,-141.7869681,469.4335327,-52.10572708,136.4536591,-112.9180807,198.5735626,-79.30121468,450.7505493,111.7475502,596.8054199,-77.23133951,887.69104,104.9538411
312684.6563,98.09049135,312124.2188,98.20695291,313490.9063,-21.94803255,312439.6875,-141.9900569,312708.375,98.08528675,312452.3438,98.142674,313525.125,-21.92414225,312148,-141.9655775,469.4526978,-52.29076374,136.6208954,-113.0812813,198.5552216,-79.47475613,450.8013611,111.5737697,596.8051758,-77.41156088,887.7088013,104.7741935
312687.0625,97.91173164,312130.625,98.02848689,313493.1875,-22.12647124,312438.375,-142.1691991,312709.1875,97.90680024,312455.5313,97.9647544,313526.4688,-22.10281147,312145.8125,-142.1442006,469.5150757,-52.47859394,136.7595825,-113.2513256,198.519577,-79.65824233,450.8672791,111.4004946,596.7094116,-77.59272482,887.8028564,104.5978448
312685.9375,97.73344321,312128.4375,97.85071756,313495.6563,-22.30444548,312434.7188,-142.3480818,312708.125,97.72864159,312454.625,97.78744269,313529,-22.28103501,312141.0625,-142.322933,469.589386,-52.66487369,136.7707062,-113.425352,198.4880981,-79.84402347,450.9434509,111.2185521,596.5976563,-77.77545287,887.7976685,104.4165921
312682.125,97.55492256,312120.2188,97.6722857,313496.3438,-22.48313006,312430.7813,-142.5263224,312705.4375,97.5500458,312451.125,97.60903815,313529.0313,-22.45969226,312136.375,-142.5014332,469.66745,-52.85009476,136.736969,-113.6118982,198.4883881,-80.02610266,451.0216064,111.0371149,596.5709839,-77.96033926,887.6745605,104.2321496
312678.125,97.37558228,312113.875,97.4923307,313491.875,-22.66302358,312429.5938,-142.7042898,312702.6875,97.37064405,312447.0625,97.42906949,313524.5938,-22.63918451,312136.6563,-142.679947,469.7561951,-53.02777189,136.7463379,-113.7878029,198.4917603,-80.20273818,451.0639343,110.8577405,596.6342773,-78.14823094,887.6141357,104.0475638
312677.2188,97.19561363,312114.8125,97.31166537,313487.9375,-22.8434601,312429.75,-142.8828583,312701.6563,97.19081883,312446.5,97.24869786,313520.125,-22.81920781,312138.6875,-142.858816,469.7846375,-53.20174705,136.7338715,-113.9113132,198.4928589,-80.37743393,451.0710144,110.6778811,596.7403564,-78.33645729,887.6917725,103.8665228
312678.9375,97.01563131,312120.125,97.13154645,313488.75,-23.02363196,312429,-143.0622873,312701.9375,97.0111029,312449.4688,97.06864041,313518.5313,-22.99900229,312138,-143.0379172,469.7359619,-53.37731365,136.6476593,-114.0277474,198.527298,-80.56014832,451.0923767,110.4977895,596.8096313,-78.51904874,887.7844849,103.6923803
312681.0938,96.83644813,312122.3125,96.95294383,313490.25,-23.20265121,312431.7188,-143.2420033,312703.0313,96.83181043,312451.4063,96.88946406,313519.3438,-23.17817694,312138.625,-143.217196,469.7189026,-53.55473806,136.5751038,-114.1801084,198.5800171,-80.75079256,451.1330261,110.3214135,596.8017578,-78.69475535,887.8035278,103.519597
312683.2813,96.65798211,312121.4375,96.77542039,313489.75,-23.38114113,312439.625,-143.4211728,312706.3125,96.65303706,312452.1563,96.7111688,313521.8438,-23.35702886,312145.1563,-143.3961743,469.7958984,-53.72874395,136.627243,-114.3643323,198.5838318,-80.93655321,451.214386,110.1412195,596.7647705,-78.86803042,887.7884521,103.3391092
312685.9688,96.47979614,312123.875,96.59783547,313489.375,-23.55968911,312445.625,-143.5994134,312710.8438,96.47468033,312456.375,96.53294184,313524.0938,-23.5355922,312152.3438,-143.5742373,469.9113159,-53.90230248,136.8023987,-114.5500861,198.5417938,-81.10889938,451.3106384,109.9607864,596.7553711,-79.04405806,887.7890015,103.1516957
312688.2813,96.30171262,312129.5625,96.41958119,313491.125,-23.73796558,312445.125,-143.77693,312713.4375,96.29641922,312462.2188,96.35425726,313525.125,-23.7137167,312153.125,-143.7520545,469.9517212,-54.07978494,137.0151672,-114.7515494,198.5207214,-81.27556282,451.3262634,109.7910562,596.756958,-79.22281094,887.7796021,102.965894
312690.0625,96.12300755,312132.4063,96.2401931,313496.3438,-23.91631548,312442.4375,-143.955116,312714.8125,96.11752974,312465.6563,96.17494431,313528.7188,-23.89187194,312150.375,-143.9310464,469.8649597,-54.25716496,137.1015778,-114.9832294,198.5421143,-81.43910487,451.2162781,109.6287094,596.737915,-79.4016731,887.7639771,102.7846276
312693.1563,95.94318233,312132.9688,96.05986928,313503.5625,-24.09574114,312443.9375,-144.134668,312717.9063,95.93769769,312467.8438,95.99498931,313535.375,-24.07109098,312150.6563,-144.1111722,469.7728577,-54.43200755,136.995224,-115.2313702,198.5519257,-81.60942247,451.0650635,109.4566501,596.7179565,-79.57969515,887.8131714,102.6046044
312698.5625,95.7630156,312136.625,95.88020798,313509.2813,-24.27600349,312450.7188,-144.3150533,312722.8438,95.7576539,312471.8438,95.8155056,313542.0625,-24.2513892,312154.875,-144.2913526,469.7700195,-54.6054363,136.7943726,-115.4684597,198.5018005,-81.79066154,451.0493774,109.2688882,596.7294922,-79.75906275,887.9404297,102.4268965
312704.0938,95.58313574,312143.2813,95.70144144,313512.4688,-24.45610875,312457.4688,-144.4956435,312726.75,95.57795845,312477.0313,95.63684834,313545.625,-24.43181206,312157.9375,-144.4711778,469.8311157,-54.78147418,136.6362762,-115.6763433,198.4226532,-81.97171619,451.1390991,109.081543,596.7713013,-79.93970759,888.059021,102.2557524
312706.6875,95.40303731,312146.9375,95.52208751,313515.1875,-24.63603984,312459,-144.6764933,312728,95.39807859,312479.5625,95.45753539,313547.1875,-24.61196,312157.5313,-144.6511942,469.9169006,-54.96351238,136.6220093,-115.8757712,198.3839722,-82.141221,451.1015625,108.9082474,596.8140259,-80.11725836,888.0713501,102.0844445
312705.875,95.22239929,312143.5938,95.34150413,313516.8125,-24.8166437,312458.125,-144.8570971,312727.9375,95.21742009,312478.0938,95.27675394,313547.5,-24.79258777,312158.5625,-144.8316205,470.0159912,-55.14450557,136.7505341,-116.1095276,198.4088898,-82.31222161,450.8753967,108.7397535,596.8253784,-80.29253467,887.9501343,101.9004802
312703.9063,95.04126951,312137,95.16023774,313517.5625,-24.99828575,312458.2188,-145.0374278,312728.9375,95.03611955,312475.0625,95.09522117,313548.8125,-24.97407273,312163.2188,-145.0123337,470.0906067,-55.32014047,136.8174744,-116.3713834,198.4736176,-82.49626789,450.6506348,108.5558984,596.8172607,-80.47083676,887.7717285,101.705007
312703.3125,94.85942938,312134.7188,94.97833615,313518.9375,-25.18074059,312457.3125,-145.2184141,312730.5625,94.85413599,312474.2813,94.91306686,313549.9688,-25.15632608,312167.625,-145.1937435,470.1346436,-55.49759903,136.7249603,-116.6065605,198.5162201,-82.68852405,450.5525208,108.3575224,596.8005981,-80.6522261,887.6741943,101.5121634
312703.1875,94.67691307,312135.375,94.79568323,313519.875,-25.36339522,312455.3438,-145.400548,312730.7813,94.67142843,312472.7813,94.73018854,313550.0313,-25.33917537,312169.8125,-145.3760003,470.1354675,-55.67583281,136.6217041,-116.8330495,198.5197754,-82.88005622,450.5254822,108.1638524,596.7893066,-80.83257724,887.6671143,101.3311634
312702.4375,94.49407573,312134.8125,94.61251121,313520.8125,-25.54589104,312452.5313,-145.5832419,312729.0938,94.4887072,312468.9063,94.54728291,313550.3125,-25.5219666,312168.3438,-145.558339,470.0673523,-55.84778282,136.5845947,-117.0850015,198.5231781,-83.0647377,450.4949341,107.989184,596.7835693,-81.01188337,887.7148438,101.1577039
312700.75,94.31108813,312133.25,94.42907965,313519.8125,-25.72873521,312450.2813,-145.7658128,312726.1563,94.30614308,312465.5,94.36434312,313549.3438,-25.70431387,312163.9688,-145.7406367,469.943573,-56.02317525,136.5036011,-117.3277738,198.5431824,-83.24402334,450.4131165,107.8263933,596.7927856,-81.19085481,887.8125,100.9803307
312696.4063,94.12762925,312129,94.24560028,313512.875,-25.9125134,312448.25,-145.9488482,312721,94.12293691,312462.9688,94.18100035,313542.3125,-25.88720755,312158.0938,-145.9239044,469.8591919,-56.21239198,136.3594818,-117.5438673,198.5675049,-83.42150581,450.2745667,107.6616354,596.8249512,-81.36952573,887.8375854,100.7967284
312690.9688,93.94376056,312124.9063,94.0623668,313503.0313,-26.0969712,312446.0625,-146.1326486,312716.0625,93.93908871,312462.2188,93.997842,313533.3438,-26.07148605,312152.9688,-146.107937,469.8554688,-56.40749975,136.2299347,-117.7667637,198.5730896,-83.6006002,450.094635,107.4856624,596.8444214,-81.54698771,887.8059082,100.6120538
